"game_half","posteam","qtr","down","time","yrdln","ydstogo","yards_gained","play_type","shotgun","no_huddle","pass_length","pass_location","run_location","run_gap","field_goal_result","kick_distance","extra_point_result","two_point_conv_result","timeout_team","td_team","posteam_timeouts_remaining","defteam_timeouts_remaining","half_seconds_remaining","game_seconds_remaining","return_yards","penalty_team","safety","fumble_lost","interception","sack","penalty_player_name","success","pass","rush","aborted_play","total_home_score","total_away_score","posteam_score","defteam_score","score_differential","personnel","opponent_personnel","pre-formation","post-formation","motion"
"Half2","PIT",3,3,"09:57","47",1,1,"run",0,0,NA,NA,"right","guard",NA,NA,NA,NA,NA,NA,3,3,1497,1497,0,NA,0,0,0,0,NA,1,0,1,0,10,9,9,10,-1,"6-1","13","Cover 4","",""
"Half2","PIT",3,1,"09:28","48",10,5,"run",1,1,NA,NA,"left","guard",NA,NA,NA,NA,NA,NA,3,3,1468,1468,0,NA,0,0,0,0,NA,1,0,1,0,10,9,9,10,-1,"5-2","13","Cover 4","",""
"Half2","PIT",3,2,"08:50","-47",5,2,"run",1,0,NA,NA,"left","tackle",NA,NA,NA,NA,NA,NA,3,3,1430,1430,0,"1",0,0,0,0,"E.Goldman",1,0,1,0,10,9,9,10,-1,"5-2","12","Cover 4","",""
"Half2","PIT",3,1,"08:23","-40",10,0,"pass",0,0,"short","left",NA,NA,NA,NA,NA,NA,NA,NA,3,3,1403,1403,0,NA,0,0,0,0,NA,0,1,0,0,10,9,9,10,-1,"5-2","12","Cover 4","",""
"Half2","PIT",3,2,"08:17","-40",10,2,"run",1,0,NA,NA,"left","guard",NA,NA,NA,NA,NA,NA,3,3,1397,1397,0,NA,0,0,0,0,NA,0,0,1,0,10,9,9,10,-1,"5-2 Nickel","11","Cover 4","","11 Austin"
"Half2","PIT",3,3,"07:54","-38",8,0,"pass",1,1,"short","left",NA,NA,NA,NA,NA,NA,NA,NA,3,3,1374,1374,0,NA,0,0,0,0,NA,0,1,0,0,10,9,9,10,-1,"5-1 NIckel","11","Cover 3","Cover 1 Spy",""
"Half2","PIT",3,4,"07:50","-38",8,0,"field_goal",0,0,NA,NA,NA,NA,"made",56,NA,NA,NA,NA,3,3,1370,1370,0,NA,0,0,0,0,NA,1,0,0,0,10,12,9,10,-1,"Field Goal Block","Field Goal","","",""
"Half2","ATL",3,NA,"07:45","35",0,0,"kickoff",0,0,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,3,3,1365,1365,0,NA,0,0,0,0,NA,1,0,0,0,10,12,10,12,-2,"Kickoff Return","Kickoff","","",""
"Half2","ATL",3,1,"07:45","-30",10,7,"run",1,0,NA,NA,"left","tackle",NA,NA,NA,NA,NA,NA,3,3,1365,1365,0,NA,0,0,0,0,NA,1,0,1,0,10,12,10,12,-2,"12","5-3","Pistol Trips Wing","Pistol Trips Wing","89 Woerner"
"Half2","ATL",3,2,"07:07","-37",3,1,"run",1,0,NA,NA,"left","end",NA,NA,NA,NA,NA,NA,3,3,1327,1327,0,NA,0,0,0,0,NA,0,0,1,0,10,12,10,12,-2,"12","5-2","Pistol Wing","Pistol Wing","89 Woerner"
"Half2","ATL",3,3,"06:32","-38",2,0,"no_play",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1292,1292,0,"1",0,0,0,0,"Ja.Matthews",0,1,0,0,10,12,10,12,-2,"11","5-2","Empty","Empty","7 Robinson"
"Half2","ATL",3,3,"06:06","-28",12,0,"no_play",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1266,1266,0,"0",0,0,0,0,"D.Jackson",1,1,0,0,10,12,10,12,-2,"11","4-2 Nickel","Shotgun Trips","",""
"Half2","ATL",3,1,"05:48","-33",10,2,"run",1,0,NA,NA,"right","tackle",NA,NA,NA,NA,NA,NA,3,3,1248,1248,0,NA,0,0,0,0,NA,0,0,1,0,10,12,10,12,-2,"12","5-1 Nickel","Pistol Wing","Pistol Trips","89 Woerner"
"Half2","ATL",3,2,"05:12","-35",8,-9,"pass",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1212,1212,0,NA,0,0,0,1,NA,0,1,0,0,10,12,10,12,-2,"12","5-2","Pistol Trips Wing","Pistol Wing","5 London"
"Half2","ATL",3,3,"04:41","-26",17,4,"pass",1,1,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,3,3,1181,1181,0,NA,0,0,0,0,NA,0,1,0,0,10,12,10,12,-2,"12","4-3 Nickel","Shotgun Trips","",""
"Half2","ATL",3,4,"04:03","-30",13,0,"punt",0,0,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,3,3,1143,1143,12,"1",0,0,0,0,"K.Hodge",0,0,0,0,10,12,10,12,-2,"Punt","Punt Return","","",""
"Half2","PIT",3,1,"03:49","32",10,40,"pass",1,0,"deep","left",NA,NA,NA,NA,NA,NA,NA,NA,3,3,1129,1129,0,NA,0,0,0,0,NA,1,1,0,0,10,12,12,10,2,"5-1 Nickel","11","Cover 2","Cover 2","88 Freiermuth"
"Half2","PIT",3,1,"02:58","-28",10,4,"run",0,0,NA,NA,"left","end",NA,NA,NA,NA,NA,NA,3,3,1078,1078,0,NA,0,0,0,0,NA,0,0,1,0,10,12,12,10,2,"5-2","13","Cover 2","","81 Pruitt"
"Half2","PIT",3,2,"02:31","-24",6,0,"no_play",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1051,1051,0,"0",0,0,0,0,"S.Anderson",0,0,0,0,10,12,12,10,2,"5-2","13","Cover 2","",""
"Half2","PIT",3,2,"02:14","-29",11,4,"run",1,0,NA,NA,"left","end",NA,NA,NA,NA,NA,NA,3,3,1034,1034,0,NA,0,0,0,0,NA,0,0,1,0,10,12,12,10,2,"4-2 Nickel","11","Cover 2","",""
"Half2","PIT",3,3,"01:30","-25",7,0,"no_play",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,990,990,0,"0",0,0,0,0,"V.Jefferson",0,1,0,0,10,12,12,10,2,"4-2 Nickel","12","Cover 2","Cover 3","11 Jefferson"
"Half2","PIT",3,3,"01:11","-30",12,8,"pass",1,0,"short","left",NA,NA,NA,NA,NA,NA,NA,NA,3,3,971,971,0,NA,0,0,0,0,NA,0,1,0,0,10,12,12,10,2,"6-0 Nickel","","Cover 3","Cover 4 Double Mug",""
"Half2","PIT",3,4,"00:29","-22",4,0,"field_goal",0,0,NA,NA,NA,NA,"made",40,NA,NA,NA,NA,3,3,929,929,0,NA,0,0,0,0,NA,1,0,0,0,10,15,12,10,2,"Field Goal Block","Field Goal","","",""
"Half2","ATL",3,NA,"00:25","35",0,0,"kickoff",0,0,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,3,3,925,925,0,NA,0,0,0,0,NA,1,0,0,0,10,15,10,15,-5,"Kickoff Return","Kickoff","","",""
"Half2","ATL",3,1,"00:25","-30",10,5,"run",1,0,NA,NA,"left","end",NA,NA,NA,NA,NA,NA,3,3,925,925,0,NA,0,0,0,0,NA,0,0,1,0,10,15,10,15,-5,"12","5-4","Pistol Trips Wing","Pistol Ace","89 Woerner"
"Half2","ATL",4,2,"15:00","-35",5,0,"no_play",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,900,900,0,"1",0,0,0,0,"C.Lindstrom",0,0,1,0,10,15,10,15,-5,"11","4-2 Nickel","Pistol Trips","Pistol Trips","5 London"
"Half2","ATL",4,2,"14:39","-25",15,0,"pass",1,0,"short","left",NA,NA,NA,NA,NA,NA,NA,NA,3,3,879,879,0,NA,0,0,0,0,NA,0,1,0,0,10,15,10,15,-5,"11","4-2 Nickel","Shotgun Trips","Shotgun Ace","8 Pitts"
"Half2","ATL",4,3,"14:36","-25",15,0,"pass",1,0,"short","middle",NA,NA,NA,NA,NA,NA,NA,NA,3,2,876,876,0,NA,0,0,0,0,NA,0,1,0,0,10,15,10,15,-5,"11","4-2 Nickel","Shotgun Trips","",""
"Half2","ATL",4,4,"14:32","-25",15,0,"punt",0,0,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,3,2,872,872,6,NA,0,0,0,0,NA,1,0,0,0,10,15,10,15,-5,"Punt","Punt Return","","",""
"Half2","PIT",4,1,"14:17","22",10,7,"run",0,0,NA,NA,"right","end",NA,NA,NA,NA,NA,NA,2,3,857,857,0,NA,0,0,0,0,NA,1,1,0,0,10,15,15,10,5,"4-2 Nickel","12","Cover 3","Cover 2","88 Freiermuth"
"Half2","PIT",4,2,"13:39","29",3,20,"run",0,0,NA,NA,"right","tackle",NA,NA,NA,NA,NA,NA,2,3,819,819,0,NA,0,0,0,0,NA,1,0,1,0,10,15,15,10,5,"4-3 Nickel","13","Cover 2","",""
"Half2","PIT",4,1,"13:03","49",10,1,"run",0,0,NA,NA,"left","guard",NA,NA,NA,NA,NA,NA,2,3,783,783,0,NA,0,0,0,0,NA,0,0,1,0,10,15,15,10,5,"5-2","13","Cover 3","","81 Pruitt"
"Half2","PIT",4,2,"12:38","50",9,10,"pass",0,1,"short","left",NA,NA,NA,NA,NA,NA,NA,NA,2,3,758,758,0,NA,0,0,0,0,NA,1,1,0,0,10,15,15,10,5,"5-2","13","Cover 4","Cover 4","81 Pruitt"
"Half2","PIT",4,1,"12:03","-40",10,3,"run",0,0,NA,NA,"left","tackle",NA,NA,NA,NA,NA,NA,2,3,723,723,0,NA,0,0,0,0,NA,0,0,1,0,10,15,15,10,5,"5-2","12","Cover 6","","81 Pruitt"
"Half2","PIT",4,2,"11:28","-37",7,8,"run",1,0,NA,NA,"left","guard",NA,NA,NA,NA,NA,NA,2,3,688,688,0,NA,0,0,0,0,NA,1,0,1,0,10,15,15,10,5,"5-2","12","Cover 2","","11 Jefferson"
"Half2","PIT",4,1,"10:52","-29",10,4,"run",1,0,NA,NA,"left","end",NA,NA,NA,NA,NA,NA,2,3,652,652,0,NA,0,0,0,0,NA,0,0,1,0,10,15,15,10,5,"4-2 Nickel","21","Cover 4","",""
"Half2","PIT",4,2,"10:08","-25",6,5,"pass",0,0,"short","left",NA,NA,NA,NA,NA,NA,NA,NA,2,3,608,608,0,NA,0,0,0,0,NA,1,1,0,0,10,15,15,10,5,"6-1","13","Cover 3","Cover 3","81 Pruitt"
"Half2","PIT",4,3,"09:26","-20",1,5,"run",1,0,NA,NA,"right","guard",NA,NA,NA,NA,NA,NA,2,3,566,566,0,NA,0,0,0,0,NA,1,0,1,0,10,15,15,10,5,"3-4","13","Cover 3","Cover 3",""
"Half2","PIT",4,1,"08:47","-15",10,2,"run",0,0,NA,NA,"left","tackle",NA,NA,NA,NA,NA,NA,2,3,527,527,0,NA,0,0,0,0,NA,0,0,1,0,10,15,15,10,5,"5-2","12","Cover 4","","88 Freiermuth"
"Half2","PIT",4,2,"08:05","-13",8,6,"run",0,0,NA,NA,"left","end",NA,NA,NA,NA,NA,NA,2,3,485,485,0,NA,0,0,0,0,NA,1,0,1,0,10,15,15,10,5,"5-3","13","Cover 4","","88 Freiermuth"
"Half2","PIT",4,3,"07:43","-7",2,1,"pass",1,0,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,2,3,463,463,0,NA,0,0,0,0,NA,0,1,0,0,10,15,15,10,5,"5-2","11","Cover 4","Cover 4","11 Jefferson"
"Half2","PIT",4,4,"07:10","-6",1,0,"run",0,1,NA,NA,"left","guard",NA,NA,NA,NA,NA,NA,2,3,430,430,0,NA,0,0,0,0,NA,0,0,1,0,10,15,15,10,5,"5-3","11","Cover 2","Cover 2 A Gap Blitz",""
"Half2","ATL",4,1,"07:09","-6",10,3,"run",1,0,NA,NA,"right","guard",NA,NA,NA,NA,NA,NA,3,2,429,429,0,NA,0,0,0,0,NA,0,0,1,0,10,15,10,15,-5,"12","4-2 Nickel","Pistol Ace","Pistol Wing","5 London"
"Half2","ATL",4,2,"06:36","-9",7,0,"no_play",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,396,396,0,"1",0,0,0,0,"K.Pitts",0,1,0,0,10,15,10,15,-5,"11","4-3 Nickel","Empty Quads","",""
"Half2","ATL",4,2,"06:15","-5",11,0,"pass",1,0,"short","left",NA,NA,NA,NA,NA,NA,NA,NA,3,2,375,375,0,NA,0,0,0,0,NA,0,1,0,0,10,15,10,15,-5,"11","4-3 Nickel","Shotgun Trips","Shotgun Split Back","1 Mooney"
"Half2","ATL",4,3,"06:09","-5",11,8,"pass",1,0,"short","middle",NA,NA,NA,NA,NA,NA,NA,NA,3,2,369,369,0,NA,0,0,0,0,NA,0,1,0,0,10,15,10,15,-5,"11","4-2 Nickel","Empty","",""
"Half2","ATL",4,4,"05:25","-13",3,0,"punt",0,0,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,3,2,325,325,16,"0",0,0,0,0,"M.Robinson",0,0,0,0,10,15,10,15,-5,"Punt","Punt Return","","",""
"Half2","PIT",4,1,"05:13","38",10,-3,"run",0,0,NA,NA,"left","end",NA,NA,NA,NA,NA,NA,2,3,313,313,0,NA,0,0,0,0,NA,0,0,1,0,10,15,15,10,5,"4-2 Nickel","12","Cover 3","","11 Jefferson"
"Half2","PIT",4,2,"04:28","35",13,0,"pass",0,0,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,2,3,268,268,0,NA,0,0,0,0,NA,0,1,0,0,10,15,15,10,5,"4-2 Nickel","13","Cover 3","Cover 2","Yes"
"Half2","PIT",4,3,"04:23","35",13,-8,"pass",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,263,263,0,NA,0,0,0,1,NA,0,1,0,0,10,15,15,10,5,"6-0 Nickel","11","Cover 4","Cover 3 Double Mug",""
"Half2","PIT",4,4,"03:40","27",21,0,"no_play",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,220,220,0,"0",0,0,0,0,"M.Killebrew",0,0,0,0,10,15,15,10,5,"Punt Return","Punt","","",""
"Half2","PIT",4,4,"03:29","17",31,0,"punt",0,0,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,2,3,209,209,0,NA,0,0,0,0,NA,0,0,0,0,10,15,15,10,5,"Punt Return","Punt","","",""
"Half2","ATL",4,1,"03:20","-40",10,13,"run",1,0,NA,NA,"left","end",NA,NA,NA,NA,NA,NA,3,2,200,200,0,NA,0,0,0,0,NA,1,0,1,0,10,15,10,15,-5,"11","4-2 Nickel","Pistol Trips","Pistol Trips","5 London"
"Half2","ATL",4,1,"02:47","47",10,0,"pass",1,1,"short","left",NA,NA,NA,NA,NA,NA,NA,NA,3,2,167,167,49,NA,0,0,1,0,NA,0,1,0,0,10,15,10,15,-5,"11","4-2 Nickel","Pistol Ace","",""
"Half2","PIT",4,1,"02:34","-18",10,1,"run",0,0,NA,NA,"right","guard",NA,NA,NA,NA,NA,NA,2,3,154,154,0,NA,0,0,0,0,NA,0,0,1,0,10,15,15,10,5,"6-1","13","Cover 4","",""
"Half2","PIT",4,2,"02:28","-17",9,4,"run",0,0,NA,NA,"left","tackle",NA,NA,NA,NA,NA,NA,2,2,148,148,0,NA,0,0,0,0,NA,0,1,0,0,10,15,15,10,5,"5-2","13","Cover 2","",""
"Half2","PIT",4,3,"02:22","-13",5,7,"run",1,0,NA,NA,"right","tackle",NA,NA,NA,NA,NA,NA,2,1,142,142,0,NA,0,0,0,0,NA,1,0,1,0,10,15,15,10,5,"5-2","14","Cover 3","",""
"Half2","PIT",4,1,"02:16","-6",6,1,"run",0,0,NA,NA,"right","guard",NA,NA,NA,NA,NA,NA,2,0,136,136,0,NA,0,0,0,0,NA,0,0,1,0,10,15,15,10,5,"5-3","13","Cover 2","",""
"Half2","PIT",4,2,"02:00","-5",5,-1,"run",0,0,NA,NA,"left","tackle",NA,NA,NA,NA,NA,NA,2,0,120,120,0,NA,0,0,0,0,NA,0,0,1,0,10,15,15,10,5,"5-3","12","Cover 4","",""
"Half2","PIT",4,3,"01:14","-6",6,-1,"run",1,0,NA,NA,"left","tackle",NA,NA,NA,NA,NA,NA,1,0,74,74,0,NA,0,0,0,0,NA,0,0,1,0,10,15,15,10,5,"5-3","12","Cover 0","",""
"Half2","PIT",4,4,"00:31","-7",7,0,"field_goal",0,0,NA,NA,NA,NA,"made",25,NA,NA,NA,NA,0,0,31,31,0,NA,0,0,0,0,NA,1,0,0,0,10,18,15,10,5,"Field Goal Block","Field Goal","","",""
"Half2","ATL",4,NA,"00:28","35",0,0,"kickoff",0,0,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,0,0,28,28,0,NA,0,0,0,0,NA,1,0,0,0,10,18,10,18,-8,"Kickoff Return","Kickoff","","",""
"Half2","ATL",4,1,"00:28","-30",10,7,"pass",1,0,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,0,0,28,28,0,NA,0,0,0,0,NA,0,1,0,0,10,18,10,18,-8,"11","4-0 Dime","Shotgun Trips","",""
"Half2","ATL",4,2,"00:14","-37",3,0,"qb_spike",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14,14,0,NA,0,0,0,0,NA,0,0,0,0,10,18,10,18,-8,"11","4-0 Dime","Under Center Empty","",""
"Half2","ATL",4,3,"00:13","-37",3,-9,"pass",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,13,0,NA,0,0,0,1,NA,0,1,0,0,10,18,10,18,-8,"11","4-0 Dime","Shotgun Bunch","",""
