"game_half","posteam","qtr","down","time","yrdln","ydstogo","yards_gained","play_type","shotgun","no_huddle","pass_length","pass_location","run_location","run_gap","field_goal_result","kick_distance","extra_point_result","two_point_conv_result","timeout_team","td_team","posteam_timeouts_remaining","defteam_timeouts_remaining","half_seconds_remaining","game_seconds_remaining","return_yards","penalty_team","safety","fumble_lost","interception","sack","penalty_player_name","success","pass","rush","aborted_play","total_home_score","total_away_score","posteam_score","defteam_score","score_differential","personnel","opponent_personnel","pre-formation","post-formation","motion"
"Half1","PHI",1,1,"09:55","36",10,9,"run",1,0,NA,NA,"left","guard",NA,NA,NA,NA,NA,NA,3,3,1495,3295,0,NA,0,0,0,0,NA,1,0,1,0,0,0,0,0,0,"4-2","11","Cover 6","Cover 6","83 Dotson"
"Half1","PHI",1,2,"09:32","45",1,6,"pass",1,1,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,3,3,1472,3272,0,NA,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,"4-2","11","Cover 2","Cover 1","83 Dotson"
"Half1","PHI",1,1,"08:54","-49",10,9,"run",1,0,NA,NA,"middle",NA,NA,NA,NA,NA,NA,NA,3,3,1434,3234,0,NA,0,0,0,0,NA,1,0,1,0,0,0,0,0,0,"4-2 Nickel","12","Cover 3","","6 Smith"
"Half1","PHI",1,2,"08:13","-40",1,4,"pass",1,0,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,3,3,1393,3193,0,NA,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,"4-2 Nickel","12","Cover 3","Cover 2 Man","81 Calcaterra"
"Half1","PHI",1,1,"07:39","-36",10,10,"run",1,0,NA,NA,"middle",NA,NA,NA,NA,NA,NA,NA,3,3,1359,3159,0,NA,0,0,0,0,NA,1,0,1,0,0,0,0,0,0,"4-2 Nickel","12","Cover 6","","81 Calcaterra"
"Half1","PHI",1,1,"06:58","-26",10,11,"run",1,0,NA,NA,"right","tackle",NA,NA,NA,NA,NA,NA,3,3,1318,3118,0,NA,0,0,0,0,NA,1,0,1,0,0,0,0,0,0,"5-1 Nickel","11","Cover 4","",""
"Half1","PHI",1,1,"06:21","-15",10,4,"run",1,0,NA,NA,"middle",NA,NA,NA,NA,NA,NA,NA,3,3,1281,3081,0,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,"4-4 Nickel","12","Cover 3","","6 Smith"
"Half1","PHI",1,2,"05:38","-11",6,2,"run",1,0,NA,NA,"right","guard",NA,NA,NA,NA,NA,NA,3,3,1238,3038,0,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,"5-2 Nickel","11","Cover 2","","83 Dotson"
"Half1","PHI",1,3,"04:56","-9",4,0,"pass",1,0,"short","left",NA,NA,NA,NA,NA,NA,NA,NA,3,3,1196,2996,0,NA,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,"4-2 Nickel","11","Cover 3","Cover 3","26 Barkley"
"Half1","PHI",1,4,"04:45","-9",4,0,"pass",1,0,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,2,3,1185,2985,0,NA,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,"5-2 Nickel","12","Cover 2","Cover 2 Zone","26 Barkley"
"Half1","ATL",1,1,"04:38","-9",10,2,"run",0,0,NA,NA,"left","tackle",NA,NA,NA,NA,NA,NA,3,2,1178,2978,0,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,"11","4-3","Singleback Trips","Singleback Ace","34 McCloud"
"Half1","ATL",1,2,"04:03","-11",8,14,"run",1,0,NA,NA,"left","guard",NA,NA,NA,NA,NA,NA,3,2,1143,2943,0,NA,0,0,0,0,NA,1,0,1,0,0,0,0,0,0,"11","4-2 Nickel","Shotgun Wing","Shotgun Wing","1 Mooney"
"Half1","ATL",1,1,"03:23","-25",10,3,"run",1,0,NA,NA,"right","end",NA,NA,NA,NA,NA,NA,3,2,1103,2903,0,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,"11","4-2 Nickel","Pistol Ace","Pistol 2 Back","89 Woerner, 1 Mooney"
"Half1","ATL",1,2,"02:46","-28",7,3,"run",0,0,NA,NA,"left","guard",NA,NA,NA,NA,NA,NA,3,2,1066,2866,0,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,"11","4-3","Singleback Ace","Singleback Ace","5 London"
"Half1","ATL",1,3,"02:06","-31",4,0,"pass",1,0,"short","left",NA,NA,NA,NA,NA,NA,NA,NA,3,2,1026,2826,0,NA,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,"11","4-2 Nickel","Shotgun Ace","","5 London"
"Half1","ATL",1,4,"02:01","-31",4,0,"punt",0,0,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,3,2,1021,2821,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,"Punt","Punt Return","","",""
"Half1","PHI",1,1,"01:54","25",10,1,"run",1,0,NA,NA,"middle",NA,NA,NA,NA,NA,NA,NA,2,3,1014,2814,0,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,"5-2","12","Cover 6","",""
"Half1","PHI",1,2,"01:17","26",9,5,"pass",1,0,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,2,3,977,2777,0,NA,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,"4-2 Nickel","12","Cover 4","Cover 3","81 Calcaterra"
"Half1","PHI",1,3,"00:36","31",4,0,"pass",1,0,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,2,3,936,2736,0,NA,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,"5-1 Nickel","11","Cover 1 Blitz","Cover 1 Robber","26 Barkley"
"Half1","PHI",1,4,"00:29","31",4,0,"punt",0,0,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,2,3,929,2729,11,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,"Punt Return","Punt","","",""
"Half1","ATL",1,1,"00:17","-27",10,19,"pass",0,0,"deep","middle",NA,NA,NA,NA,NA,NA,NA,NA,3,2,917,2717,0,NA,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,"11","4-3 Cover 4","Singleback Ace","Singleback Trips","5 London"
"Half1","ATL",2,1,"15:00","-46",10,4,"run",0,0,NA,NA,"right","tackle",NA,NA,NA,NA,NA,NA,3,2,900,2700,0,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,"11","4-2 Nickel","Singleback Trips","Singleback Wing","5 London"
"Half1","ATL",2,2,"14:35","50",6,12,"pass",0,1,"short","middle",NA,NA,NA,NA,NA,NA,NA,NA,3,2,875,2675,0,NA,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,"11","4-2 Nickel Cover 3","Singleback Ace","Singleback Trips","1 Mooney"
"Half1","ATL",2,1,"14:07","38",10,15,"run",0,1,NA,NA,"left","tackle",NA,NA,NA,NA,NA,NA,3,2,847,2647,0,NA,0,0,0,0,NA,1,0,1,0,0,0,0,0,0,"11","4-2 Nickel","Singleback Ace","Singleback Trips","1 Mooney"
"Half1","ATL",2,1,"13:29","23",10,0,"run",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,809,2609,0,NA,0,0,0,0,NA,0,0,1,1,0,0,0,0,0,"11","4-4 Nickel","Singleback Trips","Singleback Wing","34 McCloud"
"Half1","ATL",2,2,"12:50","24",11,2,"run",1,0,NA,NA,"middle",NA,NA,NA,NA,NA,NA,NA,3,2,770,2570,0,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,"11","4-2 Nickel","Shotgun Ace","","89 Woerner"
"Half1","ATL",2,3,"12:08","22",9,1,"run",1,0,NA,NA,"middle",NA,NA,NA,NA,NA,NA,NA,2,2,728,2528,0,NA,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,"11","4-2 Nickel Cover 2","Shotgun Trips","","5 London"
"Half1","ATL",2,4,"11:27","21",8,0,"field_goal",0,0,NA,NA,NA,NA,"made",39,NA,NA,NA,NA,2,2,687,2487,0,NA,0,0,0,0,NA,1,0,0,0,0,3,0,0,0,"Field Goal","Field Goal Block","","",""
"Half1","PHI",2,NA,"11:22","-35",0,0,"kickoff",0,0,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,2,2,682,2482,0,NA,0,0,0,0,NA,1,0,0,0,0,3,0,3,-3,"Kickoff","Kickoff Return","","",""
"Half1","PHI",2,1,"11:22","30",10,4,"run",1,0,NA,NA,"left","tackle",NA,NA,NA,NA,NA,NA,2,2,682,2482,0,NA,0,0,0,0,NA,0,0,1,0,0,3,0,3,-3,"4-2 Nickel","11","4-2 Cover 2","","83 Dotson"
"Half1","PHI",2,2,"10:43","34",6,18,"pass",1,0,"deep","left",NA,NA,NA,NA,NA,NA,NA,NA,2,2,643,2443,0,NA,0,0,0,0,NA,1,1,0,0,0,3,0,3,-3,"4-2 Nickel","11","Cover 4","","88 Goedert"
"Half1","PHI",2,1,"10:14","-48",10,0,"pass",1,1,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,2,2,614,2414,0,NA,0,0,0,0,NA,0,1,0,0,0,3,0,3,-3,"4-3 Nickel","11","Cover 2","Cover 3",""
"Half1","PHI",2,2,"10:05","-48",10,-2,"run",1,0,NA,NA,"middle",NA,NA,NA,NA,NA,NA,NA,2,2,605,2405,0,NA,0,0,0,0,NA,0,0,1,0,0,3,0,3,-3,"4-2 Nickel","12","Cover 6","",""
"Half1","PHI",2,3,"09:26","50",12,9,"pass",1,0,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,2,2,566,2366,0,NA,0,0,0,0,NA,0,1,0,0,0,3,0,3,-3,"6-0 Nickel","11","Cover 3","Cover 4 CB Blitz",""
"Half1","PHI",2,4,"08:43","-41",3,23,"run",1,0,NA,NA,"right","guard",NA,NA,NA,NA,NA,NA,2,2,523,2323,0,"0",0,0,0,0,"J.Hurts",1,1,0,0,0,3,0,3,-3,"4-2 Nickel","11","Cover 1 Man","Cover 1 Man Spy","18 Covey"
"Half1","PHI",2,1,"08:12","-23",15,-5,"run",0,0,NA,NA,"right","end",NA,NA,NA,NA,NA,NA,2,2,492,2292,0,NA,0,0,0,0,NA,0,0,1,0,0,3,0,3,-3,"5-2","13","Cover 4","","81 Calcaterra"
"Half1","PHI",2,2,"07:28","-28",20,9,"run",1,0,NA,NA,"middle",NA,NA,NA,NA,NA,NA,NA,2,2,448,2248,0,NA,0,0,0,0,NA,1,1,0,0,0,3,0,3,-3,"4-2 Nickel","11","Cover 6","",""
"Half1","PHI",2,3,"06:43","-19",11,15,"run",1,0,NA,NA,"right","end",NA,NA,NA,NA,NA,NA,2,2,403,2203,0,NA,0,0,0,0,NA,1,1,0,0,0,3,0,3,-3,"4-2 Nickel","11","Cover 6","Cover 1 LB Blitz",""
"Half1","PHI",2,1,"06:10","-4",4,0,"no_play",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,370,2170,0,"0",0,0,0,0,"L.Johnson",0,1,0,0,0,3,0,3,-3,"5-1 Nickel","11","Cover 1 Man","",""
"Half1","PHI",2,1,"06:05","-9",9,2,"pass",1,0,"short","left",NA,NA,NA,NA,NA,NA,NA,NA,2,2,365,2165,0,NA,0,0,0,0,NA,0,1,0,0,0,3,0,3,-3,"4-3 Nickel","11","Cover 2 Zone","",""
"Half1","PHI",2,2,"05:20","-7",7,7,"pass",1,0,"short","middle",NA,NA,NA,NA,NA,NA,NA,"PHI",2,2,320,2120,0,NA,0,0,0,0,NA,1,1,0,0,6,3,0,3,-3,"4-2 Nickel","11","Cover 2 Zone","Cover 2 Man","26 Barkley"
"Half1","PHI",2,NA,"05:15","-15",0,0,"extra_point",0,0,NA,NA,NA,NA,NA,33,"good",NA,NA,NA,2,2,315,2115,0,NA,0,0,0,0,NA,1,0,0,0,7,3,6,3,3,"Field Goal Block","Field Goal","","",""
"Half1","ATL",2,NA,"05:15","35",0,0,"kickoff",0,0,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,2,2,315,2115,22,"1",0,0,0,0,"J.Bertrand",0,0,0,0,7,3,3,7,-4,"Kickoff Return","Kickoff","","",""
"Half1","ATL",2,1,"05:09","-14",10,3,"run",0,0,NA,NA,"right","end",NA,NA,NA,NA,NA,NA,2,2,309,2109,0,NA,0,0,0,0,NA,0,0,1,0,7,3,3,7,-4,"11","4-2 Nickel","Singleback Trips","","89 Woerner, 34 McCloud"
"Half1","ATL",2,2,"04:41","-17",7,1,"pass",0,0,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,2,2,281,2081,0,NA,0,0,0,0,NA,0,1,0,0,7,3,3,7,-4,"11","4-2 Nickel Cover 3","Singleback Ace","Singleback Wing","5 London"
"Half1","ATL",2,3,"04:01","-18",6,12,"pass",1,0,"short","middle",NA,NA,NA,NA,NA,NA,NA,NA,2,2,241,2041,0,NA,0,0,0,0,NA,1,1,0,0,7,3,3,7,-4,"11","4-2 Nickel Cover 2","Shotgun Ace","","34 McCloud"
"Half1","ATL",2,1,"03:26","-30",10,9,"run",0,0,NA,NA,"left","end",NA,NA,NA,NA,NA,NA,2,2,206,2006,0,NA,0,0,0,0,NA,1,0,1,0,7,3,3,7,-4,"11","4-3 Nickel","Singleback Trips","Singleback Wing","5 London"
"Half1","ATL",2,2,"03:00","-39",1,15,"run",0,1,NA,NA,"left","tackle",NA,NA,NA,NA,NA,NA,2,2,180,1980,0,NA,0,0,0,0,NA,1,0,1,0,7,3,3,7,-4,"11","4-2 Nickel","Singleback Bunch","",""
"Half1","ATL",2,1,"02:42","46",10,0,"no_play",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,162,1962,0,"0",0,0,0,0,"N.Dean",1,1,0,0,7,3,3,7,-4,"11","4-3 Nickel Cover 1 Robber","Singleback Trips","Singleback Wing","5 London"
"Half1","ATL",2,1,"02:16","41",10,0,"pass",1,0,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,2,2,136,1936,0,NA,0,0,0,0,NA,0,1,0,0,7,3,3,7,-4,"11","4-2 Nickel","Empty","",""
"Half1","ATL",2,2,"02:10","41",10,18,"pass",1,0,"short","middle",NA,NA,NA,NA,NA,NA,NA,NA,2,2,130,1930,0,"1",0,0,0,0,"R.McCloud",1,1,0,0,7,3,3,7,-4,"11","4-2 Nickel","Shotgun Bunch","Shotgun Split Back","1 Mooney"
"Half1","ATL",2,1,"02:00","38",10,7,"pass",1,0,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,2,2,120,1920,0,NA,0,0,0,0,NA,1,1,0,0,7,3,3,7,-4,"11","4-2 Nickel","Shotgun Ace","",""
"Half1","ATL",2,2,"01:25","31",3,14,"run",0,0,NA,NA,"middle",NA,NA,NA,NA,NA,NA,NA,2,2,85,1885,0,NA,0,0,0,0,NA,1,0,1,0,7,3,3,7,-4,"11","4-3 Nickel","Singleback Trips","Singleback Wing","34 McCloud"
"Half1","ATL",2,1,"00:52","17",10,4,"run",0,0,NA,NA,"middle",NA,NA,NA,NA,NA,NA,NA,2,2,52,1852,0,NA,0,0,0,0,NA,0,0,1,0,7,3,3,7,-4,"11","4-2 Nickel","Singleback Ace","Singleback Trips","5 London"
"Half1","ATL",2,2,"00:32","13",6,7,"run",1,1,NA,NA,"middle",NA,NA,NA,NA,NA,NA,NA,2,2,32,1832,0,NA,0,0,0,0,NA,1,0,1,0,7,3,3,7,-4,"11","4-3 Nickel","Shotgun Wing","",""
"Half1","ATL",2,1,"00:26","6",6,0,"no_play",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,26,1826,0,"0",0,0,0,0,"B.Graham",1,1,0,0,7,3,3,7,-4,"11","4-2 Nickel","Empty Quad","Shotgun Trips","1 Mooney"
"Half1","ATL",2,1,"00:22","3",3,-1,"run",1,0,NA,NA,"left","guard",NA,NA,NA,NA,NA,NA,1,2,22,1822,0,NA,0,0,0,0,NA,0,0,1,0,7,3,3,7,-4,"11","6-1","Shotgun Bunch","",""
"Half1","ATL",2,2,"00:17","4",4,0,"pass",1,0,"short","left",NA,NA,NA,NA,NA,NA,NA,NA,0,2,17,1817,0,NA,0,0,0,0,NA,0,1,0,0,7,3,3,7,-4,"11","4-4 Nickel","Shotgun Trips","",""
"Half1","ATL",2,3,"00:14","4",4,0,"pass",1,0,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,0,1,14,1814,0,NA,0,0,0,0,NA,0,1,0,0,7,3,3,7,-4,"11","4-3 Nickel","Shotgun Ace","Shotgun Trips","8 Pitts"
"Half1","ATL",2,4,"00:09","4",4,0,"field_goal",0,0,NA,NA,NA,NA,"made",22,NA,NA,NA,NA,0,1,9,1809,0,NA,0,0,0,0,NA,1,0,0,0,7,6,3,7,-4,"Field Goal","Field Goal Block","","",""
"Half1","PHI",2,NA,"00:06","-35",0,0,"kickoff",0,0,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,1,0,6,1806,0,NA,0,0,0,0,NA,0,0,0,0,7,6,7,6,1,"Kickoff","Kickoff Return","","",""
"Half1","PHI",2,1,"00:06","30",10,-1,"qb_kneel",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,6,1806,0,NA,0,0,0,0,NA,0,0,0,0,7,6,7,6,1,"4-2 Nickel","Kneel Down","Cover 4","",""
"Half2","ATL",3,NA,"15:00","35",0,0,"kickoff",0,0,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,3,3,1800,1800,0,NA,0,0,0,0,NA,1,0,0,0,7,6,6,7,-1,"Kickoff Return","Kickoff","","",""
"Half2","ATL",3,1,"15:00","-30",10,7,"pass",0,0,"short","left",NA,NA,NA,NA,NA,NA,NA,NA,3,3,1800,1800,0,NA,0,0,0,0,NA,1,1,0,0,7,6,6,7,-1,"11","4-2 Nickel","Singleback Trips","",""
"Half2","ATL",3,2,"14:24","-37",3,19,"run",0,0,NA,NA,"right","end",NA,NA,NA,NA,NA,NA,3,3,1764,1764,0,NA,0,0,0,0,NA,1,0,1,0,7,6,6,7,-1,"11","4-4 Nickel","Singleback Trips","Singleback Wing","34 McCloud"
"Half2","ATL",3,1,"13:52","44",10,5,"run",0,0,NA,NA,"left","guard",NA,NA,NA,NA,NA,NA,3,3,1732,1732,0,NA,0,0,0,0,NA,1,0,1,0,7,6,6,7,-1,"11","4-2 Nickel","Singleback Ace","Singleback Wing","5 London"
"Half2","ATL",3,2,"13:20","39",5,13,"pass",0,0,"short","left",NA,NA,NA,NA,NA,NA,NA,NA,3,3,1700,1700,0,NA,0,0,0,0,NA,1,1,0,0,7,6,6,7,-1,"11","4-2 Nickel","Singleback Trips","Singleback Wing","34 McCloud"
"Half2","ATL",3,1,"12:35","26",10,12,"run",0,0,NA,NA,"right","end",NA,NA,NA,NA,NA,NA,3,3,1655,1655,0,NA,0,0,0,0,NA,1,0,1,0,7,6,6,7,-1,"11","4-3 Nickel","Singleback Ace","",""
"Half2","ATL",3,1,"12:10","14",10,4,"run",0,1,NA,NA,"left","tackle",NA,NA,NA,NA,NA,NA,3,3,1630,1630,0,NA,0,0,0,0,NA,0,0,1,0,7,6,6,7,-1,"11","5-1 Nickel","Singleback Ace","Singleback Trips","1 Mooney"
"Half2","ATL",3,2,"11:30","10",6,2,"run",0,0,NA,NA,"left","end",NA,NA,NA,NA,NA,NA,3,3,1590,1590,0,NA,0,0,0,0,NA,0,0,1,0,7,6,6,7,-1,"","","Singleback Ace","Singleback ","89 Woerner"
"Half2","ATL",3,3,"10:53","8",4,-8,"pass",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1553,1553,0,NA,0,0,0,1,NA,0,1,0,0,7,6,6,7,-1,"11","4-2 Nickel Cover 3","Shotgun Ace","","5 London"
"Half2","ATL",3,4,"10:16","16",12,0,"field_goal",0,0,NA,NA,NA,NA,"made",34,NA,NA,NA,NA,3,3,1516,1516,0,NA,0,0,0,0,NA,1,0,0,0,7,9,6,7,-1,"Field Goal","Field Goal Block","","",""
"Half2","PHI",3,NA,"10:12","-35",0,0,"kickoff",0,0,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,3,3,1512,1512,0,NA,0,0,0,0,NA,1,0,0,0,7,9,7,9,-2,"Kickoff","Kickoff Return","","",""
"Half2","PHI",3,1,"10:12","30",10,9,"run",1,0,NA,NA,"right","guard",NA,NA,NA,NA,NA,NA,3,3,1512,1512,0,NA,0,0,0,0,NA,1,0,1,0,7,9,7,9,-2,"5-1 Nickel","11","Cover 3","","83 Dotson"
"Half2","PHI",3,2,"09:36","39",1,5,"run",1,1,NA,NA,"middle",NA,NA,NA,NA,NA,NA,NA,3,3,1476,1476,0,NA,0,0,0,0,NA,1,0,1,0,7,9,7,9,-2,"4-2 Nickel","11","Cover 2","",""
"Half2","PHI",3,1,"08:56","44",10,-4,"pass",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1436,1436,0,NA,0,0,0,1,NA,0,1,0,0,7,9,7,9,-2,"5-2","13","Cover 2","Cover 6","88 Goedert"
"Half2","PHI",3,2,"08:14","40",14,14,"pass",1,0,"short","left",NA,NA,NA,NA,NA,NA,NA,NA,3,3,1394,1394,0,NA,0,0,0,0,NA,1,1,0,0,7,9,7,9,-2,"4- 2 Nickel","11","Cover 4","Cover 1 LB Blitz","88 Goedert"
"Half2","PHI",3,1,"07:41","-46",10,10,"pass",1,1,"short","middle",NA,NA,NA,NA,NA,NA,NA,NA,3,3,1361,1361,0,NA,0,0,0,0,NA,1,1,0,0,7,9,7,9,-2,"4-2 Nickel","11","Cover 2 Man","Cover 2 Man",""
"Half2","PHI",3,1,"07:03","-36",10,4,"run",1,1,NA,NA,"left","guard",NA,NA,NA,NA,NA,NA,3,3,1323,1323,0,NA,0,0,0,0,NA,0,0,1,0,7,9,7,9,-2,"4-2 Nickel","11","Cover 2 Zone","",""
"Half2","PHI",3,2,"06:21","-32",6,19,"pass",1,0,"deep","right",NA,NA,NA,NA,NA,NA,NA,NA,3,3,1281,1281,0,NA,0,0,0,0,NA,1,1,0,0,7,9,7,9,-2,"5-2","12","Cover 3","Cover 2 Zone","81 Calcaterra"
"Half2","PHI",3,1,"05:53","-13",10,4,"run",1,1,NA,NA,"right","guard",NA,NA,NA,NA,NA,NA,3,3,1253,1253,0,NA,0,0,0,0,NA,0,0,1,0,7,9,7,9,-2,"5-2","12","Cover 4","",""
"Half2","PHI",3,2,"05:15","-9",6,3,"pass",1,0,"short","left",NA,NA,NA,NA,NA,NA,NA,NA,3,3,1215,1215,0,NA,0,0,0,0,NA,0,1,0,0,7,9,7,9,-2,"4-2 Nickel","11","Cover 4","",""
"Half2","PHI",3,3,"04:36","-6",3,0,"pass",1,0,"short","right",NA,NA,NA,NA,NA,NA,NA,NA,3,3,1176,1176,0,NA,0,0,0,0,NA,0,1,0,0,7,9,7,9,-2,"5-2","11","Cover 4","Cover 0","83 Dotson"
"Half2","PHI",3,4,"04:31","-6",3,0,"no_play",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1171,1171,0,"0",0,0,0,0,NA,0,0,0,0,7,9,7,9,-2,"Field Goal Block","Field Goal Fake Sneak","","","4 Elliot, 81 Calcaterra"
"Half2","PHI",3,4,"04:31","-11",8,0,"field_goal",0,0,NA,NA,NA,NA,"made",29,NA,NA,NA,NA,3,3,1171,1171,0,NA,0,0,0,0,NA,1,0,0,0,10,9,7,9,-2,"Field Goal Block","Field Goal","","",""
"Half2","ATL",3,NA,"04:28","35",0,0,"kickoff",0,0,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,3,3,1168,1168,0,NA,0,0,0,0,NA,1,0,0,0,10,9,9,10,-1,"Kickoff Return","Kickoff","","",""
